game_id,round_id,agent_id,target_agent,trust_delta,timestamp
c6c045d2-fe57-4c29-b767-793eeac4ac99,1,Agent_1,No Ejection,-20
c6c045d2-fe57-4c29-b767-793eeac4ac99,1,Agent_2,No Ejection,-20
c6c045d2-fe57-4c29-b767-793eeac4ac99,1,Agent_3,No Ejection,-20
c6c045d2-fe57-4c29-b767-793eeac4ac99,1,Agent_4,No Ejection,-20
c6c045d2-fe57-4c29-b767-793eeac4ac99,1,Agent_5,No Ejection,-20
c6c045d2-fe57-4c29-b767-793eeac4ac99,1,Agent_6,No Ejection,-20
c6c045d2-fe57-4c29-b767-793eeac4ac99,1,Agent_7,No Ejection,-20
c6c045d2-fe57-4c29-b767-793eeac4ac99,1,Agent_8,No Ejection,-20
c6c045d2-fe57-4c29-b767-793eeac4ac99,2,Agent_1,No Ejection,-20
c6c045d2-fe57-4c29-b767-793eeac4ac99,2,Agent_2,No Ejection,-20
c6c045d2-fe57-4c29-b767-793eeac4ac99,2,Agent_3,No Ejection,-20
c6c045d2-fe57-4c29-b767-793eeac4ac99,2,Agent_4,No Ejection,-20
c6c045d2-fe57-4c29-b767-793eeac4ac99,2,Agent_5,No Ejection,-20
c6c045d2-fe57-4c29-b767-793eeac4ac99,2,Agent_6,No Ejection,-20
c6c045d2-fe57-4c29-b767-793eeac4ac99,2,Agent_7,No Ejection,-20
c6c045d2-fe57-4c29-b767-793eeac4ac99,2,Agent_8,No Ejection,-20
c6c045d2-fe57-4c29-b767-793eeac4ac99,3,Agent_1,No Ejection,-20
c6c045d2-fe57-4c29-b767-793eeac4ac99,3,Agent_2,No Ejection,-20
c6c045d2-fe57-4c29-b767-793eeac4ac99,3,Agent_3,No Ejection,-20
c6c045d2-fe57-4c29-b767-793eeac4ac99,3,Agent_4,No Ejection,-20
c6c045d2-fe57-4c29-b767-793eeac4ac99,3,Agent_5,No Ejection,-20
c6c045d2-fe57-4c29-b767-793eeac4ac99,3,Agent_6,No Ejection,-20
c6c045d2-fe57-4c29-b767-793eeac4ac99,3,Agent_7,No Ejection,-20
c6c045d2-fe57-4c29-b767-793eeac4ac99,3,Agent_8,No Ejection,-20
c6c045d2-fe57-4c29-b767-793eeac4ac99,4,Agent_1,No Ejection,-20
c6c045d2-fe57-4c29-b767-793eeac4ac99,4,Agent_2,No Ejection,-20
c6c045d2-fe57-4c29-b767-793eeac4ac99,4,Agent_3,No Ejection,-20
c6c045d2-fe57-4c29-b767-793eeac4ac99,4,Agent_4,No Ejection,-20
c6c045d2-fe57-4c29-b767-793eeac4ac99,4,Agent_6,No Ejection,-20
c6c045d2-fe57-4c29-b767-793eeac4ac99,4,Agent_7,No Ejection,-20
c6c045d2-fe57-4c29-b767-793eeac4ac99,4,Agent_8,No Ejection,-20
c6c045d2-fe57-4c29-b767-793eeac4ac99,5,Agent_1,Agent_1,-20
c6c045d2-fe57-4c29-b767-793eeac4ac99,5,Agent_2,Agent_1,-20
c6c045d2-fe57-4c29-b767-793eeac4ac99,5,Agent_3,Agent_1,-20
c6c045d2-fe57-4c29-b767-793eeac4ac99,5,Agent_4,Agent_1,-20
c6c045d2-fe57-4c29-b767-793eeac4ac99,5,Agent_6,Agent_1,-20
c6c045d2-fe57-4c29-b767-793eeac4ac99,5,Agent_7,Agent_1,-20
c6c045d2-fe57-4c29-b767-793eeac4ac99,5,Agent_8,Agent_1,-20
14db9558-bc35-4a89-b577-b9f50fb5d861,1,Agent_1,No Ejection,-20
14db9558-bc35-4a89-b577-b9f50fb5d861,1,Agent_2,No Ejection,-20
14db9558-bc35-4a89-b577-b9f50fb5d861,1,Agent_3,No Ejection,-20
14db9558-bc35-4a89-b577-b9f50fb5d861,1,Agent_4,No Ejection,-20
14db9558-bc35-4a89-b577-b9f50fb5d861,1,Agent_5,No Ejection,-20
14db9558-bc35-4a89-b577-b9f50fb5d861,1,Agent_6,No Ejection,-20
14db9558-bc35-4a89-b577-b9f50fb5d861,1,Agent_7,No Ejection,-20
14db9558-bc35-4a89-b577-b9f50fb5d861,1,Agent_8,No Ejection,-20
14db9558-bc35-4a89-b577-b9f50fb5d861,2,Agent_1,No Ejection,-20
14db9558-bc35-4a89-b577-b9f50fb5d861,2,Agent_2,No Ejection,-20
14db9558-bc35-4a89-b577-b9f50fb5d861,2,Agent_3,No Ejection,-20
14db9558-bc35-4a89-b577-b9f50fb5d861,2,Agent_4,No Ejection,-20
14db9558-bc35-4a89-b577-b9f50fb5d861,2,Agent_5,No Ejection,-20
14db9558-bc35-4a89-b577-b9f50fb5d861,2,Agent_6,No Ejection,-20
14db9558-bc35-4a89-b577-b9f50fb5d861,2,Agent_7,No Ejection,-20
14db9558-bc35-4a89-b577-b9f50fb5d861,2,Agent_8,No Ejection,-20
14db9558-bc35-4a89-b577-b9f50fb5d861,3,Agent_1,No Ejection,-20
14db9558-bc35-4a89-b577-b9f50fb5d861,3,Agent_2,No Ejection,-20
14db9558-bc35-4a89-b577-b9f50fb5d861,3,Agent_3,No Ejection,-20
14db9558-bc35-4a89-b577-b9f50fb5d861,3,Agent_4,No Ejection,-20
14db9558-bc35-4a89-b577-b9f50fb5d861,3,Agent_5,No Ejection,-20
14db9558-bc35-4a89-b577-b9f50fb5d861,3,Agent_6,No Ejection,-20
14db9558-bc35-4a89-b577-b9f50fb5d861,3,Agent_7,No Ejection,-20
14db9558-bc35-4a89-b577-b9f50fb5d861,3,Agent_8,No Ejection,-20
14db9558-bc35-4a89-b577-b9f50fb5d861,4,Agent_1,Agent_8,-20
14db9558-bc35-4a89-b577-b9f50fb5d861,4,Agent_2,Agent_8,-20
14db9558-bc35-4a89-b577-b9f50fb5d861,4,Agent_3,Agent_8,-20
14db9558-bc35-4a89-b577-b9f50fb5d861,4,Agent_4,Agent_8,-20
14db9558-bc35-4a89-b577-b9f50fb5d861,4,Agent_5,Agent_8,-20
14db9558-bc35-4a89-b577-b9f50fb5d861,4,Agent_6,Agent_8,-20
14db9558-bc35-4a89-b577-b9f50fb5d861,4,Agent_8,Agent_8,-20
14db9558-bc35-4a89-b577-b9f50fb5d861,5,Agent_1,Agent_6,-20
14db9558-bc35-4a89-b577-b9f50fb5d861,5,Agent_2,Agent_6,-20
14db9558-bc35-4a89-b577-b9f50fb5d861,5,Agent_3,Agent_6,-20
14db9558-bc35-4a89-b577-b9f50fb5d861,5,Agent_4,Agent_6,-20
14db9558-bc35-4a89-b577-b9f50fb5d861,5,Agent_5,Agent_6,-20
14db9558-bc35-4a89-b577-b9f50fb5d861,5,Agent_6,Agent_6,-20
6a5f6081-91c4-47ef-ad64-53e1adc5500e,1,Agent_1,No Ejection,-20
6a5f6081-91c4-47ef-ad64-53e1adc5500e,1,Agent_2,No Ejection,-20
6a5f6081-91c4-47ef-ad64-53e1adc5500e,1,Agent_3,No Ejection,-20
6a5f6081-91c4-47ef-ad64-53e1adc5500e,1,Agent_4,No Ejection,-20
6a5f6081-91c4-47ef-ad64-53e1adc5500e,1,Agent_5,No Ejection,-20
6a5f6081-91c4-47ef-ad64-53e1adc5500e,1,Agent_7,No Ejection,-20
6a5f6081-91c4-47ef-ad64-53e1adc5500e,1,Agent_8,No Ejection,-20
4a75417f-6f78-4a78-ae49-8953b17fd748,1,Agent_1,Agent_5,20
4a75417f-6f78-4a78-ae49-8953b17fd748,1,Agent_2,Agent_5,20
4a75417f-6f78-4a78-ae49-8953b17fd748,1,Agent_3,Agent_5,20
4a75417f-6f78-4a78-ae49-8953b17fd748,1,Agent_4,Agent_5,20
4a75417f-6f78-4a78-ae49-8953b17fd748,1,Agent_5,Agent_5,20
4a75417f-6f78-4a78-ae49-8953b17fd748,1,Agent_6,Agent_5,20
4a75417f-6f78-4a78-ae49-8953b17fd748,1,Agent_7,Agent_5,20
4a75417f-6f78-4a78-ae49-8953b17fd748,1,Agent_8,Agent_5,20
d9202a45-37f9-4608-8a39-22d0e8c452c1,1,Agent_1,Agent_4,-20
d9202a45-37f9-4608-8a39-22d0e8c452c1,1,Agent_2,Agent_4,-20
d9202a45-37f9-4608-8a39-22d0e8c452c1,1,Agent_3,Agent_4,-20
d9202a45-37f9-4608-8a39-22d0e8c452c1,1,Agent_4,Agent_4,-20
d9202a45-37f9-4608-8a39-22d0e8c452c1,1,Agent_5,Agent_4,-20
d9202a45-37f9-4608-8a39-22d0e8c452c1,1,Agent_6,Agent_4,-20
d9202a45-37f9-4608-8a39-22d0e8c452c1,1,Agent_7,Agent_4,-20
747297de-eb06-468e-8230-4c786166d370,1,Agent_1,No Ejection,-20
747297de-eb06-468e-8230-4c786166d370,1,Agent_2,No Ejection,-20
747297de-eb06-468e-8230-4c786166d370,1,Agent_3,No Ejection,-20
747297de-eb06-468e-8230-4c786166d370,1,Agent_4,No Ejection,-20
747297de-eb06-468e-8230-4c786166d370,1,Agent_5,No Ejection,-20
747297de-eb06-468e-8230-4c786166d370,1,Agent_6,No Ejection,-20
747297de-eb06-468e-8230-4c786166d370,1,Agent_7,No Ejection,-20
747297de-eb06-468e-8230-4c786166d370,1,Agent_8,No Ejection,-20
747297de-eb06-468e-8230-4c786166d370,2,Agent_1,Agent_3,-20
747297de-eb06-468e-8230-4c786166d370,2,Agent_2,Agent_3,-20
747297de-eb06-468e-8230-4c786166d370,2,Agent_3,Agent_3,-20
747297de-eb06-468e-8230-4c786166d370,2,Agent_4,Agent_3,-20
747297de-eb06-468e-8230-4c786166d370,2,Agent_5,Agent_3,-20
747297de-eb06-468e-8230-4c786166d370,2,Agent_6,Agent_3,-20
747297de-eb06-468e-8230-4c786166d370,2,Agent_7,Agent_3,-20
747297de-eb06-468e-8230-4c786166d370,3,Agent_1,Agent_6,-20
747297de-eb06-468e-8230-4c786166d370,3,Agent_2,Agent_6,-20
747297de-eb06-468e-8230-4c786166d370,3,Agent_4,Agent_6,-20
747297de-eb06-468e-8230-4c786166d370,3,Agent_5,Agent_6,-20
747297de-eb06-468e-8230-4c786166d370,3,Agent_7,Agent_6,-20
747297de-eb06-468e-8230-4c786166d370,4,Agent_1,Agent_4,-20
747297de-eb06-468e-8230-4c786166d370,4,Agent_2,Agent_4,-20
747297de-eb06-468e-8230-4c786166d370,4,Agent_4,Agent_4,-20
747297de-eb06-468e-8230-4c786166d370,4,Agent_5,Agent_4,-20
747297de-eb06-468e-8230-4c786166d370,4,Agent_7,Agent_4,-20
747297de-eb06-468e-8230-4c786166d370,5,Agent_1,Agent_4,-20
747297de-eb06-468e-8230-4c786166d370,5,Agent_2,Agent_4,-20
747297de-eb06-468e-8230-4c786166d370,5,Agent_5,Agent_4,-20
747297de-eb06-468e-8230-4c786166d370,5,Agent_7,Agent_4,-20
ce573ea7-0588-4235-9836-c8542df5661f,1,Agent_1,No Ejection,-20
ce573ea7-0588-4235-9836-c8542df5661f,1,Agent_2,No Ejection,-20
ce573ea7-0588-4235-9836-c8542df5661f,1,Agent_3,No Ejection,-20
ce573ea7-0588-4235-9836-c8542df5661f,1,Agent_4,No Ejection,-20
ce573ea7-0588-4235-9836-c8542df5661f,1,Agent_5,No Ejection,-20
ce573ea7-0588-4235-9836-c8542df5661f,1,Agent_6,No Ejection,-20
ce573ea7-0588-4235-9836-c8542df5661f,1,Agent_7,No Ejection,-20
ce573ea7-0588-4235-9836-c8542df5661f,1,Agent_8,No Ejection,-20
757680e0-2063-4d92-bcc5-130bdba843fb,1,Agent_1,No Ejection,-20
757680e0-2063-4d92-bcc5-130bdba843fb,1,Agent_2,No Ejection,-20
757680e0-2063-4d92-bcc5-130bdba843fb,1,Agent_3,No Ejection,-20
757680e0-2063-4d92-bcc5-130bdba843fb,1,Agent_4,No Ejection,-20
757680e0-2063-4d92-bcc5-130bdba843fb,1,Agent_5,No Ejection,-20
757680e0-2063-4d92-bcc5-130bdba843fb,1,Agent_6,No Ejection,-20
757680e0-2063-4d92-bcc5-130bdba843fb,1,Agent_7,No Ejection,-20
757680e0-2063-4d92-bcc5-130bdba843fb,1,Agent_8,No Ejection,-20
757680e0-2063-4d92-bcc5-130bdba843fb,2,Agent_1,No Ejection,-20
757680e0-2063-4d92-bcc5-130bdba843fb,2,Agent_2,No Ejection,-20
757680e0-2063-4d92-bcc5-130bdba843fb,2,Agent_3,No Ejection,-20
757680e0-2063-4d92-bcc5-130bdba843fb,2,Agent_4,No Ejection,-20
757680e0-2063-4d92-bcc5-130bdba843fb,2,Agent_5,No Ejection,-20
757680e0-2063-4d92-bcc5-130bdba843fb,2,Agent_6,No Ejection,-20
757680e0-2063-4d92-bcc5-130bdba843fb,2,Agent_7,No Ejection,-20
757680e0-2063-4d92-bcc5-130bdba843fb,2,Agent_8,No Ejection,-20
757680e0-2063-4d92-bcc5-130bdba843fb,3,Agent_1,No Ejection,-20
757680e0-2063-4d92-bcc5-130bdba843fb,3,Agent_2,No Ejection,-20
757680e0-2063-4d92-bcc5-130bdba843fb,3,Agent_3,No Ejection,-20
757680e0-2063-4d92-bcc5-130bdba843fb,3,Agent_4,No Ejection,-20
757680e0-2063-4d92-bcc5-130bdba843fb,3,Agent_5,No Ejection,-20
757680e0-2063-4d92-bcc5-130bdba843fb,3,Agent_6,No Ejection,-20
757680e0-2063-4d92-bcc5-130bdba843fb,3,Agent_7,No Ejection,-20
757680e0-2063-4d92-bcc5-130bdba843fb,3,Agent_8,No Ejection,-20
757680e0-2063-4d92-bcc5-130bdba843fb,4,Agent_1,No Ejection,-20
757680e0-2063-4d92-bcc5-130bdba843fb,4,Agent_2,No Ejection,-20
757680e0-2063-4d92-bcc5-130bdba843fb,4,Agent_3,No Ejection,-20
757680e0-2063-4d92-bcc5-130bdba843fb,4,Agent_4,No Ejection,-20
757680e0-2063-4d92-bcc5-130bdba843fb,4,Agent_5,No Ejection,-20
757680e0-2063-4d92-bcc5-130bdba843fb,4,Agent_6,No Ejection,-20
757680e0-2063-4d92-bcc5-130bdba843fb,4,Agent_7,No Ejection,-20
757680e0-2063-4d92-bcc5-130bdba843fb,4,Agent_8,No Ejection,-20
757680e0-2063-4d92-bcc5-130bdba843fb,5,Agent_1,No Ejection,-20
757680e0-2063-4d92-bcc5-130bdba843fb,5,Agent_2,No Ejection,-20
757680e0-2063-4d92-bcc5-130bdba843fb,5,Agent_3,No Ejection,-20
757680e0-2063-4d92-bcc5-130bdba843fb,5,Agent_4,No Ejection,-20
757680e0-2063-4d92-bcc5-130bdba843fb,5,Agent_5,No Ejection,-20
757680e0-2063-4d92-bcc5-130bdba843fb,5,Agent_6,No Ejection,-20
757680e0-2063-4d92-bcc5-130bdba843fb,5,Agent_7,No Ejection,-20
757680e0-2063-4d92-bcc5-130bdba843fb,5,Agent_8,No Ejection,-20
39ceb7f2-a20c-4520-8ebf-d131ef0507a1,1,Agent_1,No Ejection,-20
39ceb7f2-a20c-4520-8ebf-d131ef0507a1,1,Agent_2,No Ejection,-20
39ceb7f2-a20c-4520-8ebf-d131ef0507a1,1,Agent_3,No Ejection,-20
39ceb7f2-a20c-4520-8ebf-d131ef0507a1,1,Agent_4,No Ejection,-20
39ceb7f2-a20c-4520-8ebf-d131ef0507a1,1,Agent_5,No Ejection,-20
39ceb7f2-a20c-4520-8ebf-d131ef0507a1,1,Agent_6,No Ejection,-20
39ceb7f2-a20c-4520-8ebf-d131ef0507a1,1,Agent_7,No Ejection,-20
39ceb7f2-a20c-4520-8ebf-d131ef0507a1,1,Agent_8,No Ejection,-20
39ceb7f2-a20c-4520-8ebf-d131ef0507a1,2,Agent_1,No Ejection,-20
39ceb7f2-a20c-4520-8ebf-d131ef0507a1,2,Agent_2,No Ejection,-20
39ceb7f2-a20c-4520-8ebf-d131ef0507a1,2,Agent_3,No Ejection,-20
39ceb7f2-a20c-4520-8ebf-d131ef0507a1,2,Agent_4,No Ejection,-20
39ceb7f2-a20c-4520-8ebf-d131ef0507a1,2,Agent_5,No Ejection,-20
39ceb7f2-a20c-4520-8ebf-d131ef0507a1,2,Agent_6,No Ejection,-20
39ceb7f2-a20c-4520-8ebf-d131ef0507a1,2,Agent_7,No Ejection,-20
39ceb7f2-a20c-4520-8ebf-d131ef0507a1,2,Agent_8,No Ejection,-20
39ceb7f2-a20c-4520-8ebf-d131ef0507a1,3,Agent_1,No Ejection,-20
39ceb7f2-a20c-4520-8ebf-d131ef0507a1,3,Agent_2,No Ejection,-20
39ceb7f2-a20c-4520-8ebf-d131ef0507a1,3,Agent_3,No Ejection,-20
39ceb7f2-a20c-4520-8ebf-d131ef0507a1,3,Agent_4,No Ejection,-20
39ceb7f2-a20c-4520-8ebf-d131ef0507a1,3,Agent_5,No Ejection,-20
39ceb7f2-a20c-4520-8ebf-d131ef0507a1,3,Agent_6,No Ejection,-20
39ceb7f2-a20c-4520-8ebf-d131ef0507a1,3,Agent_7,No Ejection,-20
39ceb7f2-a20c-4520-8ebf-d131ef0507a1,3,Agent_8,No Ejection,-20
39ceb7f2-a20c-4520-8ebf-d131ef0507a1,4,Agent_1,No Ejection,-20
39ceb7f2-a20c-4520-8ebf-d131ef0507a1,4,Agent_2,No Ejection,-20
39ceb7f2-a20c-4520-8ebf-d131ef0507a1,4,Agent_3,No Ejection,-20
39ceb7f2-a20c-4520-8ebf-d131ef0507a1,4,Agent_4,No Ejection,-20
39ceb7f2-a20c-4520-8ebf-d131ef0507a1,4,Agent_5,No Ejection,-20
39ceb7f2-a20c-4520-8ebf-d131ef0507a1,4,Agent_6,No Ejection,-20
39ceb7f2-a20c-4520-8ebf-d131ef0507a1,4,Agent_7,No Ejection,-20
39ceb7f2-a20c-4520-8ebf-d131ef0507a1,4,Agent_8,No Ejection,-20
397aa38d-a2ce-45b9-bdc0-59fae10782ce,1,Agent_1,Agent_5,20
397aa38d-a2ce-45b9-bdc0-59fae10782ce,1,Agent_2,Agent_5,20
397aa38d-a2ce-45b9-bdc0-59fae10782ce,1,Agent_3,Agent_5,-20
397aa38d-a2ce-45b9-bdc0-59fae10782ce,1,Agent_4,Agent_5,20
397aa38d-a2ce-45b9-bdc0-59fae10782ce,1,Agent_5,Agent_5,20
